2022-11-10 16:23:43,710 INFO    StreamThr :58720 [internal.py:wandb_internal():88] W&B internal server running at pid: 58720, started at: 2022-11-10 16:23:43.708117
2022-11-10 16:23:43,712 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: status
2022-11-10 16:23:43,713 DEBUG   SenderThread:58720 [sender.py:send_request():317] send_request: status
2022-11-10 16:23:43,716 INFO    WriterThread:58720 [datastore.py:open_for_write():75] open: /Users/hsjack/Documents/GitHub/dev_hearforyou/AI/* Model/CNN/wandb/offline-run-20221110_162343-36wfzk93/run-36wfzk93.wandb
2022-11-10 16:23:43,742 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: run_start
2022-11-10 16:23:43,755 DEBUG   HandlerThread:58720 [system_info.py:__init__():31] System info init
2022-11-10 16:23:43,755 DEBUG   HandlerThread:58720 [system_info.py:__init__():46] System info init done
2022-11-10 16:23:43,755 INFO    HandlerThread:58720 [system_monitor.py:start():150] Starting system monitor
2022-11-10 16:23:43,756 INFO    SystemMonitor:58720 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-11-10 16:23:43,756 INFO    HandlerThread:58720 [system_monitor.py:probe():168] Collecting system info
2022-11-10 16:23:43,756 INFO    SystemMonitor:58720 [interfaces.py:start():168] Started cpu
2022-11-10 16:23:43,756 DEBUG   HandlerThread:58720 [system_info.py:probe():195] Probing system
2022-11-10 16:23:43,756 INFO    SystemMonitor:58720 [interfaces.py:start():168] Started disk
2022-11-10 16:23:43,757 INFO    SystemMonitor:58720 [interfaces.py:start():168] Started memory
2022-11-10 16:23:43,757 INFO    SystemMonitor:58720 [interfaces.py:start():168] Started network
2022-11-10 16:23:43,769 DEBUG   HandlerThread:58720 [system_info.py:_probe_git():180] Probing git
2022-11-10 16:23:43,820 DEBUG   HandlerThread:58720 [system_info.py:_probe_git():188] Probing git done
2022-11-10 16:23:43,820 DEBUG   HandlerThread:58720 [system_info.py:probe():241] Probing system done
2022-11-10 16:23:43,820 DEBUG   HandlerThread:58720 [system_monitor.py:probe():177] {'os': 'macOS-10.16-x86_64-i386-64bit', 'python': '3.9.13', 'heartbeatAt': '2022-11-10T07:23:43.756893', 'startedAt': '2022-11-10T07:23:43.681459', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/hsjack/Documents/GitHub/dev_hearforyou/AI/* Model/CNN/main.py', 'codePath': 'AI/* Model/CNN/main.py', 'git': {'remote': 'https://github.com/LteFroggy/dev_hearforyou.git', 'commit': 'f8b8fa43189080b848385dff91f6718dcc4debc3'}, 'email': '33508056+LteFroggy@users.noreply.github.com', 'root': '/Users/hsjack/Documents/GitHub/dev_hearforyou', 'host': 'MA.local', 'username': 'hsjack', 'executable': '/opt/homebrew/anaconda3/envs/Developing/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2400, 'min': 2400, 'max': 2400}, 'cpu_freq_per_core': [{'current': 2400, 'min': 2400, 'max': 2400}], 'disk': {'total': 460.4317207336426, 'used': 174.97131729125977}, 'memory': {'total': 8.0}}
2022-11-10 16:23:43,820 INFO    HandlerThread:58720 [system_monitor.py:probe():178] Finished collecting system info
2022-11-10 16:23:43,820 INFO    HandlerThread:58720 [system_monitor.py:probe():181] Publishing system info
2022-11-10 16:23:43,820 DEBUG   HandlerThread:58720 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2022-11-10 16:23:43,821 DEBUG   HandlerThread:58720 [system_info.py:_save_pip():67] Saving pip packages done
2022-11-10 16:23:43,821 DEBUG   HandlerThread:58720 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2022-11-10 16:23:45,958 DEBUG   HandlerThread:58720 [system_info.py:_save_conda():86] Saving conda packages done
2022-11-10 16:23:45,959 INFO    HandlerThread:58720 [system_monitor.py:probe():183] Finished publishing system info
2022-11-10 16:23:50,035 DEBUG   SenderThread:58720 [sender.py:send():303] send: exit
2022-11-10 16:23:50,035 INFO    SenderThread:58720 [sender.py:send_exit():442] handling exit code: 1
2022-11-10 16:23:50,035 INFO    SenderThread:58720 [sender.py:send_exit():444] handling runtime: 6
2022-11-10 16:23:50,036 INFO    SenderThread:58720 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-11-10 16:23:50,036 INFO    SenderThread:58720 [sender.py:send_exit():450] send defer
2022-11-10 16:23:50,036 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: defer
2022-11-10 16:23:50,036 INFO    HandlerThread:58720 [handler.py:handle_request_defer():162] handle defer: 0
2022-11-10 16:23:50,036 DEBUG   SenderThread:58720 [sender.py:send_request():317] send_request: defer
2022-11-10 16:23:50,036 INFO    SenderThread:58720 [sender.py:send_request_defer():459] handle sender defer: 0
2022-11-10 16:23:50,036 INFO    SenderThread:58720 [sender.py:transition_state():463] send defer: 1
2022-11-10 16:23:50,037 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: defer
2022-11-10 16:23:50,037 INFO    HandlerThread:58720 [handler.py:handle_request_defer():162] handle defer: 1
2022-11-10 16:23:50,037 INFO    HandlerThread:58720 [system_monitor.py:finish():160] Stopping system monitor
2022-11-10 16:23:50,060 DEBUG   SystemMonitor:58720 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2022-11-10 16:23:50,060 DEBUG   SystemMonitor:58720 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2022-11-10 16:23:50,060 DEBUG   SystemMonitor:58720 [system_monitor.py:_start():141] Publishing last batch of metrics
2022-11-10 16:23:50,061 INFO    HandlerThread:58720 [interfaces.py:finish():173] Joined cpu
2022-11-10 16:23:50,061 INFO    HandlerThread:58720 [interfaces.py:finish():173] Joined disk
2022-11-10 16:23:50,061 INFO    HandlerThread:58720 [interfaces.py:finish():173] Joined memory
2022-11-10 16:23:50,061 INFO    HandlerThread:58720 [interfaces.py:finish():173] Joined network
2022-11-10 16:23:50,061 DEBUG   SenderThread:58720 [sender.py:send_request():317] send_request: defer
2022-11-10 16:23:50,061 INFO    SenderThread:58720 [sender.py:send_request_defer():459] handle sender defer: 1
2022-11-10 16:23:50,061 INFO    SenderThread:58720 [sender.py:transition_state():463] send defer: 2
2022-11-10 16:23:50,061 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: defer
2022-11-10 16:23:50,061 INFO    HandlerThread:58720 [handler.py:handle_request_defer():162] handle defer: 2
2022-11-10 16:23:50,061 DEBUG   SenderThread:58720 [sender.py:send_request():317] send_request: defer
2022-11-10 16:23:50,061 INFO    SenderThread:58720 [sender.py:send_request_defer():459] handle sender defer: 2
2022-11-10 16:23:50,061 INFO    SenderThread:58720 [sender.py:transition_state():463] send defer: 3
2022-11-10 16:23:50,061 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: defer
2022-11-10 16:23:50,061 INFO    HandlerThread:58720 [handler.py:handle_request_defer():162] handle defer: 3
2022-11-10 16:23:50,061 DEBUG   SenderThread:58720 [sender.py:send_request():317] send_request: defer
2022-11-10 16:23:50,061 INFO    SenderThread:58720 [sender.py:send_request_defer():459] handle sender defer: 3
2022-11-10 16:23:50,062 INFO    SenderThread:58720 [sender.py:transition_state():463] send defer: 4
2022-11-10 16:23:50,062 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: defer
2022-11-10 16:23:50,062 INFO    HandlerThread:58720 [handler.py:handle_request_defer():162] handle defer: 4
2022-11-10 16:23:50,062 DEBUG   SenderThread:58720 [sender.py:send_request():317] send_request: defer
2022-11-10 16:23:50,062 INFO    SenderThread:58720 [sender.py:send_request_defer():459] handle sender defer: 4
2022-11-10 16:23:50,062 INFO    SenderThread:58720 [sender.py:transition_state():463] send defer: 5
2022-11-10 16:23:50,062 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: defer
2022-11-10 16:23:50,062 INFO    HandlerThread:58720 [handler.py:handle_request_defer():162] handle defer: 5
2022-11-10 16:23:50,062 DEBUG   SenderThread:58720 [sender.py:send_request():317] send_request: defer
2022-11-10 16:23:50,062 INFO    SenderThread:58720 [sender.py:send_request_defer():459] handle sender defer: 5
2022-11-10 16:23:50,062 INFO    SenderThread:58720 [sender.py:transition_state():463] send defer: 6
2022-11-10 16:23:50,062 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: defer
2022-11-10 16:23:50,062 INFO    HandlerThread:58720 [handler.py:handle_request_defer():162] handle defer: 6
2022-11-10 16:23:50,062 DEBUG   SenderThread:58720 [sender.py:send_request():317] send_request: defer
2022-11-10 16:23:50,062 INFO    SenderThread:58720 [sender.py:send_request_defer():459] handle sender defer: 6
2022-11-10 16:23:50,062 INFO    SenderThread:58720 [sender.py:transition_state():463] send defer: 7
2022-11-10 16:23:50,062 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: defer
2022-11-10 16:23:50,062 INFO    HandlerThread:58720 [handler.py:handle_request_defer():162] handle defer: 7
2022-11-10 16:23:50,062 DEBUG   SenderThread:58720 [sender.py:send_request():317] send_request: defer
2022-11-10 16:23:50,062 INFO    SenderThread:58720 [sender.py:send_request_defer():459] handle sender defer: 7
2022-11-10 16:23:50,062 INFO    SenderThread:58720 [sender.py:transition_state():463] send defer: 8
2022-11-10 16:23:50,063 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: defer
2022-11-10 16:23:50,063 INFO    HandlerThread:58720 [handler.py:handle_request_defer():162] handle defer: 8
2022-11-10 16:23:50,063 DEBUG   SenderThread:58720 [sender.py:send_request():317] send_request: defer
2022-11-10 16:23:50,063 INFO    SenderThread:58720 [sender.py:send_request_defer():459] handle sender defer: 8
2022-11-10 16:23:50,063 INFO    SenderThread:58720 [sender.py:transition_state():463] send defer: 9
2022-11-10 16:23:50,063 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: defer
2022-11-10 16:23:50,063 INFO    HandlerThread:58720 [handler.py:handle_request_defer():162] handle defer: 9
2022-11-10 16:23:50,063 DEBUG   SenderThread:58720 [sender.py:send_request():317] send_request: defer
2022-11-10 16:23:50,063 INFO    SenderThread:58720 [sender.py:send_request_defer():459] handle sender defer: 9
2022-11-10 16:23:50,063 INFO    SenderThread:58720 [sender.py:transition_state():463] send defer: 10
2022-11-10 16:23:50,063 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: defer
2022-11-10 16:23:50,063 INFO    HandlerThread:58720 [handler.py:handle_request_defer():162] handle defer: 10
2022-11-10 16:23:50,063 DEBUG   SenderThread:58720 [sender.py:send_request():317] send_request: defer
2022-11-10 16:23:50,063 INFO    SenderThread:58720 [sender.py:send_request_defer():459] handle sender defer: 10
2022-11-10 16:23:50,063 INFO    SenderThread:58720 [sender.py:transition_state():463] send defer: 11
2022-11-10 16:23:50,063 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: defer
2022-11-10 16:23:50,063 INFO    HandlerThread:58720 [handler.py:handle_request_defer():162] handle defer: 11
2022-11-10 16:23:50,063 DEBUG   SenderThread:58720 [sender.py:send_request():317] send_request: defer
2022-11-10 16:23:50,063 INFO    SenderThread:58720 [sender.py:send_request_defer():459] handle sender defer: 11
2022-11-10 16:23:50,063 INFO    SenderThread:58720 [sender.py:transition_state():463] send defer: 12
2022-11-10 16:23:50,064 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: defer
2022-11-10 16:23:50,064 INFO    HandlerThread:58720 [handler.py:handle_request_defer():162] handle defer: 12
2022-11-10 16:23:50,064 DEBUG   SenderThread:58720 [sender.py:send():303] send: final
2022-11-10 16:23:50,064 DEBUG   SenderThread:58720 [sender.py:send_request():317] send_request: defer
2022-11-10 16:23:50,064 INFO    SenderThread:58720 [sender.py:send_request_defer():459] handle sender defer: 12
2022-11-10 16:23:50,065 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: poll_exit
2022-11-10 16:23:50,065 DEBUG   SenderThread:58720 [sender.py:send_request():317] send_request: poll_exit
2022-11-10 16:23:50,065 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: poll_exit
2022-11-10 16:23:50,065 DEBUG   SenderThread:58720 [sender.py:send_request():317] send_request: poll_exit
2022-11-10 16:23:50,065 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: server_info
2022-11-10 16:23:50,066 DEBUG   SenderThread:58720 [sender.py:send_request():317] send_request: server_info
2022-11-10 16:23:50,066 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: get_summary
2022-11-10 16:23:50,066 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: sampled_history
2022-11-10 16:23:50,066 INFO    MainThread:58720 [wandb_run.py:_footer_history_summary_info():3377] rendering history
2022-11-10 16:23:50,066 INFO    MainThread:58720 [wandb_run.py:_footer_history_summary_info():3409] rendering summary
2022-11-10 16:23:50,067 DEBUG   HandlerThread:58720 [handler.py:handle_request():139] handle_request: shutdown
2022-11-10 16:23:50,067 INFO    HandlerThread:58720 [handler.py:finish():814] shutting down handler
2022-11-10 16:23:51,068 INFO    WriterThread:58720 [datastore.py:close():279] close: /Users/hsjack/Documents/GitHub/dev_hearforyou/AI/* Model/CNN/wandb/offline-run-20221110_162343-36wfzk93/run-36wfzk93.wandb
2022-11-10 16:23:51,069 INFO    SenderThread:58720 [sender.py:finish():1331] shutting down sender
2022-11-10 16:23:51,968 INFO    MainThread:58720 [internal.py:handle_exit():78] Internal process exited
